AHCA Number (File Number),License Number,License Effective Date,License Expiration Date,Facility Type,Name,Street Address,Street Address Line 2,Street City,Street State,Street Zip,Street County,Phone,Mailing Address,Mailing Address Line 2,Mailing City,Mailing State,Mailing Zip,Mailing County,License Status,Owner,Owner Since,Admin/CEO,Licensed Beds,Profit Status,Web Address
1962,5859,09/01/2021,08/31/2023,Health Care Clinic Exemption,SELECT PHYSICAL THERAPY,2255 DUNN AVENUE,STE 207,JACKSONVILLE,FL,32218,Duval,(901) 757-9119,4714 GETTYSBURG RD,LEGAL DEPT,MECHANICSBURG,PA,17055-4325,,EXEMP CERTIFIED,,03/18/2019,,0,For-Profit,
12934,12415,08/31/2022,08/30/2024,Health Care Clinic Exemption,SELECT PHYSICAL THERAPY,1328 VINE ST,,JACKSONVILLE,FL,32207,Duval,(904) 346-0528,4714 GETTYSBURG RD,,MECHANICSBURG,PA,17055,,EXEMP CERTIFIED,,01/01/2017,,0,For-Profit,
39974147,238543,05/05/2022,05/04/2024,Homemaker and Companion Service,SENIOR CARE OF NE FLORIDA LLC,8006 GREEN GLADE RD,,JACKSONVILLE,FL,32256,Duval,(770) 540-7446,8006 GREEN GLADE RD,,JACKSONVILLE,FL,32256,Duval,REGISTERED,SENIOR CARE OF NE FLORIDA LLC,03/28/2022,LORI WHITMAN,0,For-Profit,
39971114,238760,08/12/2022,08/11/2024,Homemaker and Companion Service,SENIOR CONSULTANTS,2294 FOREST BLVD,,JACKSONVILLE,FL,32246,Duval,(904) 738-2789,2294 FOREST BLVD,,JACKSONVILLE,FL,32246,Duval,REGISTERED,MOORE  BRENDA,05/02/2019,BRENDA FAY MOORE,0,For-Profit,
39973376,238009,09/22/2021,09/21/2023,Homemaker and Companion Service,SENIOR HELPER AT HOME LLC,1715 HODGES BLVD  APT 2914,,JACKSONVILLE,FL,32224,Duval,(813) 479-5052,1715 HODGES BLVD  APT 2914,,JACKSONVILLE,FL,32224,Duval,REGISTERED,SENIOR HELPER AT HOME LLC,08/18/2021,ERICA GILL,0,For-Profit,
19966666,299993710,06/09/2020,09/06/2022,Home Health Agency,SENIOR HELPERS OF NORTH COAST FLORIDA,8833 PERIMETER PARK BLVD SUITE 602,,JACKSONVILLE,FL,32216,Duval,(904) 458-9000,8833 PERIMETER PARK BLVD SUITE 602,,JACKSONVILLE,FL,32216,Duval,IN REVIEW,SERVITOR INC,05/26/2010,CHARLES DAVID EMERY,0,For-Profit,www.seniorhelpers.com
26987896,,12/03/2018,,Clinical Laboratory,SENIOR HOME CARE INC DBA KINDRED AT HOME,10161 CENTURION PKWY N STE 111,,JACKSONVILLE,FL,32256,Duval,(800) 878-5242,12900 FOSTER STE 400,ATTN LICENSING & CERTIFICATION,OVERLAND PARK,KS,66213,,FED CERTIFIED,,12/13/2018,,0,,
26988762,,10/06/2022,,Clinical Laboratory,SENIOR HOME CARE INC  DBA CENTERWELL HOME HEALTH,10161 CENTURION PKWY N STE 111,,JACKSONVILLE,FL,32256,Duval,(800) 878-5242,6330 SPRINT PARKWAY SUITE 300,,OVERLAND PARK,KS,66211,,FED CERTIFIED,,02/13/2019,,0,,
42963707,30212028,12/01/2022,06/03/2023,Nurse Registry,SENIOR NANNIES HOME CARE SERVICES  LLC,4651 SALISBURY RD,STE 400,JACKSONVILLE,FL,32256-6187,Duval,(954) 395-1533,3313 W COMMERICAL BLVD SUITE 130,,FORT LAUDERDALE,FL,33309,,LICENSED,SENIOR NANNIES HOME CARE SERVICES LLC,11/26/2018,BLAIR WILTSHIRE,0,For-Profit,www.seniornannies.com
19968588,299995526,03/24/2022,03/23/2024,Home Health Agency,SENIORS HELPING SENIORS,2021 ART MUSEUM DR #115,,JACKSONVILLE,FL,32207,Duval,(904) 525-7236,2021 ART MUSEUM DR #115,,JACKSONVILLE,FL,32207,Duval,LICENSED,BSRS JACKSONVILLE LLC,07/09/2021,RITA SANDERS,0,For-Profit,www.seniorcarejax.com
39971336,236326,04/08/2022,04/07/2024,Homemaker and Companion Service,SENIORS PARADISE HOMECARE AGENCY LLC,12373 HAGAN CREEK DRIVE,,JACKSONVILLE,FL,32218,Duval,(904) 704-3901,12373 HAGAN CREEK DRIVE,,JACKSONVILLE,FL,32218,Duval,REGISTERED,SENIORS PARADISE HOMECARE AGENCY LLC,10/23/2019,DIONNE SAMAROO,0,For-Profit,seniorsparadisehomecare.com
689600418,344,07/28/2021,07/27/2023,Home Health Agency Exemption,SENIORS PARADISE HOMECARE AGENCY LLC,12373 HAGAN CREEK DR,,JACKSONVILLE,FL,32218,Duval,(904) 704-3901,12373 HAGAN CREEK DR,,JACKSONVILLE,FL,32218,Duval,EXEMP CERTIFIED,SENIORS PARADISE HOMECARE AGENCY LLC,07/08/2021,,0,For-Profit,
27009072,,03/09/2022,,Clinical Laboratory,SERENITY ENTERPRISE SOLUTIONS,301 W BAY STREET SUITE 14509,,JACKSONVILLE,FL,32202,Duval,(904) 479-9722,301 W BAY STREET SUITE 14509,,JACKSONVILLE,FL,32202,Duval,FED CERTIFIED,,03/09/2022,,0,,
2973,2758,10/18/2022,10/17/2024,Health Care Services Pool,SERENITY HEALTHCARE MEDICAL STAFFING,2174 W 10TH ST,,JACKSONVILLE,FL,32209,Duval,(904) 678-2162,2174 W 10TH ST,,JACKSONVILLE,FL,32209,Duval,REGISTERED,TRUE GEM ENTERPRISES  LLC,08/15/2022,ADRIENNE L JAMES,0,For-Profit,
26973473,,02/28/2008,,Clinical Laboratory,SHAHLA MEDICAL ASSOCIATES PA,1141 BEACH BLVD,,JACKSONVILLE BEACH,FL,32250,Duval,(904) 249-3820,1141 BEACH BLVD,,JACKSONVILLE BEACH,FL,32250,Duval,FED CERTIFIED,,02/28/2006,,0,For-Profit,
39973015,237720,06/23/2021,06/22/2023,Homemaker and Companion Service,SHAMIKIA ENTERPRISE LLC,7880 DENHAM RD E,,JACKSONVILLE,FL,32208,Duval,(904) 801-7501,7880 DENHAM RD E,,JACKSONVILLE,FL,32208,Duval,REGISTERED,SHAMIKIA ENTERPRISE LLC,05/06/2021,SHAMIKIA LAWSON,0,For-Profit,
26975530,,03/18/2021,,Clinical Laboratory,SHANDS JACKSONVILLE,655 WEST 8TH ST RM 1-041,1ST FLOOR LAB ADMINISTRATION,JACKSONVILLE,FL,32209,Duval,(904) 446-6052,655 WEST 8TH STREET RM 1-041,1ST FLOOR LAB ADMINISTRATION,JACKSONVILLE,FL,32209,Duval,FED CERTIFIED,,08/06/2003,,0,Not-For-Profit,
26910136,,09/30/2017,,Clinical Laboratory,SHANDS JACKSONVILLE CLINICAL CENTER BLOOD GAS LAB,655 WEST EIGHTH STREET,,JACKSONVILLE,FL,32209-6511,Duval,(904) 244-4131,655 WEST EIGHTH STREET,,JACKSONVILLE,FL,32209-6511,Duval,FED CERTIFIED,SHANDS JACKSONVILLE MEDICAL CENTER INC,10/12/2011,JAMES D CURY MD,0,Not-For-Profit,ufhealthjax.org
53,53,,,Skilled Nursing Unit,SHANDS JACKSONVILLE MEDICAL CENTER,655 W 8TH ST,,JACKSONVILLE,FL,32209,Duval,(904) 244-8675,580 W 8TH ST,T-33,JACKSONVILLE,FL,32209,Duval,FED CERTIFIED,SHANDS JACKSONVILLE MEDICAL CENTER INC,10/01/1999,,56,,
26910137,,03/18/2021,,Clinical Laboratory,SHANDS JACKSONVILLE MEDICAL CENTER INC,655 W 8TH ST,,JACKSONVILLE,FL,32209,Duval,(904) 244-3477,655 W 8TH ST RM 1-041,1ST FLOOR LAB ADMINISTRATION,JACKSONVILLE,FL,32209,Duval,FED CERTIFIED,SHANDS JACKSONVILLE MEDICAL CENTER INC,12/07/2007,SHAHLA MASOOD,0,Not-For-Profit,ufhealthjax.org
27011616,,01/17/2023,,Clinical Laboratory,SHANDS JACKSONVILLE MEDICAL CENTER INC,11251 LAMB TAIL LN,,JACKSONVILLE,FL,32256,Duval,(904) 244-3276,655 W 8TH ST. ROOM 1-041,LAB ADMINISTRATION,JACKSONVILLE,FL,32209,Duval,FED CERTIFIED,,01/17/2023,,0,,
26985607,,12/28/2021,,Clinical Laboratory,SHANDS JACKSONVILLE MEDICAL CTR,425 N LEE ST,,JACKSONVILLE,FL,32209,Duval,(904) 427-1200,655 W 8TH STREET MAILBOX #C-286,C/O RAMONNA MCCLAIN,JACKSONVILLE,FL,32209,Duval,FED CERTIFIED,SHANDS JACKSONVILLE MEDICAL CENTER INC,04/22/2015,CARLOS CASTILLO,0,Not-For-Profit,
26967961,,03/18/2021,,Clinical Laboratory,SHANDS JACKSONVILLE NURSING,655 WEST 8TH STREET RM 1-041,1ST FLOOR LAB ADMINISTRATION,JACKSONVILLE,FL,32209,Duval,(904) 549-4104,655 WEST 8TH STREET RM 1-041,1ST FLOOR LAB ADMINISTRATION,JACKSONVILLE,FL,32209,Duval,FED CERTIFIED,SHANDS JACKSONVILLE MEDICAL CENTER INC,10/01/2007,DAVID VUKICH,0,Not-For-Profit,UFhealth.org
26975492,,03/18/2021,,Clinical Laboratory,SHANDS JACKSONVILLE WELLNESS AND EDUCATION CENTER,1605-6 MYRTLE AVE,,JACKSONVILLE,FL,32209,Duval,,655 WEST 8TH STREET RM 1-041,,JACKSONVILLE,FL,32209,Duval,FED CERTIFIED,,07/28/2005,,0,Not-For-Profit,
39973675,238134,11/18/2021,11/17/2023,Homemaker and Companion Service,SHAREEMS TOUCH LOVE & CARE LLC,9480 PRINCETON SQUARE BLVD S,APT 1002,JACKSONVILLE,FL,32256,Duval,(904) 418-1401,9480 PRINCETON SQUARE BLVD S,APT 1002,JACKSONVILLE,FL,32256,Duval,REGISTERED,SHAREEMS TOUCH LOVE & CARE LLC,10/29/2021,JANNAI WILKINS,0,For-Profit,
39972076,236899,07/29/2022,07/28/2024,Homemaker and Companion Service,SHEANAS CARE SUPPORT LLC,7055 BLANDING BLVD,,JACKSONVILLE,FL,32244-4422,Duval,(888) 376-2745,6717 SOUTHERN OAKS DR,,JACKSONVILLE,FL,32244-3675,Duval,REGISTERED,SHEANAS CARE SUPPORT LLC,07/01/2020,TYSHEANA PETERSON,0,For-Profit,
689600482,423,11/24/2021,11/23/2023,Home Health Agency Exemption,SHEANAS CARE SUPPORT LLC,6717 SOUTHERN OAKS DR,,JACKSONVILLE,FL,32244,Duval,(904) 575-5082,P O BOX 440222,,JACKSONVILLE,FL,32222,Duval,EXEMP CERTIFIED,SHEANAS CARE SUPPORT LLC,10/19/2021,,0,For-Profit,
2677,2563,12/03/2021,12/02/2023,Health Care Services Pool,SHIFT CHANGE HEALTH LLC,3832-10 BAYMEADOWS RD STE 199,,JACKSONVILLE,FL,32217,Duval,(904) 962-9766,3832-10 BAYMEADOWS RD STE 199,,JACKSONVILLE,FL,32217,Duval,REGISTERED,SHIFT CHANGE HEALTH LLC,12/03/2021,JACOB DANIEL,0,For-Profit,http://www.shiftchangehealth.com/
52960518,33,09/12/2021,09/11/2023,Adult Family Care Home,SHIPP  DELOIS,8942 6TH AVE,,JACKSONVILLE,FL,32208-2126,Duval,(904) 766-1850,PO BOX 9669,,JACKSONVILLE,FL,32208-0669,Duval,LICENSED,DELOIS W SHIPP,02/24/2005,DELOIS W SHIPP,5,For-Profit,
27010352,,06/28/2022,,Clinical Laboratory,SHRIJI SWAMI LLC,1301-22 MONUMENT RD,,JACKSONVILLE,FL,32225,Duval,(904) 727-3434,1301-22 MONUMENT RD,,JACKSONVILLE,FL,32225,Duval,FED CERTIFIED,,06/28/2022,,0,,
26987377,,11/28/2018,,Clinical Laboratory,SIGNATURE HEALTHCARE OF JACKSONVILLE,2061 HYDE PARK ROAD,,JACKSONVILLE,FL,32210,Duval,(904) 786-7331,12201 BLUEGRASS PKWY,SIGNATURE HEALTHCARE LLC,LOUISVILLE,KY,40299,,FED CERTIFIED,,12/04/2018,,0,,
26996691,,12/21/2020,,Clinical Laboratory,SILVER SHORES LIVING INC,2317 GILMORE ST,,JACKSONVILLE,FL,32204,Duval,(904) 683-1580,2317 GILMORE ST,,JACKSONVILLE,FL,32204,Duval,FED CERTIFIED,,12/21/2020,,0,,
11969370,13169,05/09/2020,05/08/2022,Assisted Living Facility,SILVER TREASURES AT LANE,1769 LANE AVE S,,JACKSONVILLE,FL,32210,Duval,(904) 990-6001,1769 LANE AVE S,,JACKSONVILLE,FL,32210,Duval,IN REVIEW,GOOD SHEPHERD RETIREMENT LLC,03/07/2018,CAREN CAPUYAN,16,For-Profit,www.silvertreasuresatlane.com
42963960,30212246,08/18/2021,08/17/2023,Nurse Registry,SILVERLINK HOME CARE  INC,4131 UNIVERSITY CENTER DR 13,,JACKSONVILLE,FL,32216,Duval,(904) 409-3165,4131 UNIVERSITY CENTER DR 13,,JACKSONVILLE,FL,32216,Duval,LICENSED,SILVERLINK HOME CARE  INC,07/01/2021,MICHAEL SAFFY,0,For-Profit,
39969552,234853,06/08/2020,05/14/2019,Homemaker and Companion Service,SIMON COMPANION AND HOMEMAKING,12458 CONDOR DR,,JACKSONVILLE,FL,32223,Duval,(904) 426-9825,12458 CONDOR DR,,JACKSONVILLE,FL,32223,Duval,IN LITIGATION,LATRALL SIMON,05/15/2017,LATRALL SIMON,0,For-Profit,
16117,15558,05/28/2021,05/27/2023,Health Care Clinic Exemption,SIMONMED IMAGING - JACKSONVILLE,6138 KENNERLY RD STE 100,,JACKSONVILLE,FL,32216,Duval,,6900 E CAMELBACK RD STE 700,,SCOTTSDALE,AZ,85251,,EXEMP CERTIFIED,,05/28/2021,,0,For-Profit,
27005568,,05/14/2021,,Clinical Laboratory,SIMONMED IMAGING FLORIDA LLC DBA SIMONMED IMAGING - JACKSONVILLE,6138 KENNERLY RD STE 100,,JACKSONVILLE,FL,32216,Duval,(904) 638-0217,6900 E CAMELBACK RD STE 700,,SCOTTSDALE,AZ,85251,,FED CERTIFIED,,05/14/2021,,0,,
39966840,237743,06/29/2021,06/28/2023,Homemaker and Companion Service,SINGLETARY HOMEMAKER COMPANION SVS INC,244 W 54TH ST,,JACKSONVILLE,FL,32208,Duval,(904) 422-6732,244 W 54TH ST,,JACKSONVILLE,FL,32208,Duval,REGISTERED,SINGLETARY HOMEMAKER COMPANION SVC INC,01/01/2015,AUDRA ALTAMESE SINGLETARY,0,For-Profit,www.singletaryhcsinc.com
26993610,,06/11/2020,,Clinical Laboratory,SINGULAR SLEEP LLC,422 JACKSONVILLE DR - UNIT G,,JACKSONVILLE BEACH,FL,32250,Duval,(844) 757-9355,830 A1A N - STE 13-308,,PONTE VEDRA BEACH,FL,32082,St. Johns,FED CERTIFIED,,06/11/2020,,0,,
5699,1314988,12/16/2022,02/16/2024,Home Medical Equipment Provider,SINGULAR SLEEP  LLC,422 JACKSONVILLE DR   UNIT G,,JACKSONVILLE BEACH,FL,32250,Duval,(844) 757-9355,830 A1A N  STE 13 # 308,,PONTE VEDRA BEACH,FL,32082,St. Johns,LICENSED,SINGULAR SLEEP LLC,06/05/2018,ALYSSE DAUGHTERY,0,For-Profit,www.singularsleep.com
39971567,239007,12/10/2022,12/09/2024,Homemaker and Companion Service,SISTERS WITH LOVE HOME CARE LLC,5791 UNIVERSITY CLUB BLVD N 208,,JACKSONVILLE,FL,32277,Duval,(904) 405-5181,5791 UNIVERSITY CLUB BLVD N 208,,JACKSONVILLE,FL,32277,Duval,REGISTERED,SISTERS WITH LOVE HOME CARE LLC,12/20/2019,DAITIA BRINSON,0,For-Profit,
4581,1314949,12/06/2021,12/05/2023,Home Medical Equipment Provider,SIZEWISE RENTALS LLC,10255 FORTUNE PKWY,STE 110,JACKSONVILLE,FL,32256-6505,Duval,(904) 318-4921,PO BOX 320,,ELLIS,KS,67637,,LICENSED,Sizewise Rentals L.L.C.,07/25/2010,SHAWNA LEIGH MAHR,0,For-Profit,http://sizewise.com
26986003,,07/01/2020,,Clinical Laboratory,SKIN AND CANCER ASSOCIATES LLP,915 WEST MONROE ST STE 300,,JACKSONVILLE,FL,32204-1117,Duval,(904) 903-4345,915 WEST MONROE ST STE 300,,JACKSONVILLE,FL,32204-1117,Duval,FED CERTIFIED,SKIN AND CANCER ASSOCIATES LLP,05/23/2016,KRISTEN STEWART,0,For-Profit,
39971780,238923,10/19/2022,10/18/2024,Homemaker and Companion Service,SKYES THE LIMIT LLC,1010 E. ADAMS ST STE 118,,JACKSONVILLE,FL,32202,Duval,(904) 274-9216,1010 E. ADAMS ST STE 118,,JACKSONVILLE,FL,32202,Duval,REGISTERED,SKYES THE LIMIT LLC,03/27/2020,DARCHA BENNETT,0,For-Profit,
39972667,237391,02/23/2021,02/22/2023,Homemaker and Companion Service,SKYVIEW COMPANION & HOME CARE SERVICES LLC,6859 LENOX AVE  STE 18,,JACKSONVILLE,FL,32205,Duval,(843) 939-0652,6859 LENOX AVE  STE 18,,JACKSONVILLE,FL,32205,Duval,REGISTERED,SKYVIEW COMPANION AND HOME CARE SERVICES LLC,01/25/2021,SHAWNIKKA SKI GUNN,0,For-Profit,
14072,15813,08/02/2021,08/01/2023,Health Care Clinic Exemption,SLEEP EZ FAMILY AND SLEEP HEALTH LLC,13241 BARTRAM PARK BLVD,SUITE 2009 & 2013,JACKSONVILLE,FL,32258,Duval,(833) 417-5337,13241 BARTRAM PARK BLVD,SUITE 2009 & 2013,JACKSONVILLE,FL,32258,Duval,EXEMP CERTIFIED,,02/21/2019,,0,For-Profit,
26994084,,07/21/2020,,Clinical Laboratory,SMART PHARMACY,3740 ST JOHNS BLUFF RD S - STE 19,,JACKSONVILLE,FL,32224,Duval,(877) 811-6337,3740 ST JOHNS BLUFF RD S - STE 19,,JACKSONVILLE,FL,32224,Duval,FED CERTIFIED,,07/21/2020,,0,,
27004970,,04/20/2021,,Clinical Laboratory,SOCAL COVID SOLUTIONS,1041 LITTLE CYPRESS KEY,,ATLANTIC BEACH,FL,32233,Duval,(713) 249-7080,1041 LITTLE CYPRESS KEY,,ATLANTIC BEACH,FL,32233,Duval,FED CERTIFIED,,04/26/2021,,0,,
11964687,9191,03/02/2022,03/01/2024,Assisted Living Facility,SODALIS JACKSONVILLE,7620 TIMBERLIN PARK,,JACKSONVILLE,FL,32256-5407,Duval,(904) 519-9300,1921 CORPORATE DR,STE 101,SAN MARCOS,TX,78666-6075,,LICENSED,EC OPCO TIMBERLIN PARC  LLC,03/02/2018,ERIN CAPUTO,62,For-Profit,https://sodalissenior.com/jacksonville/
26985786,,02/01/2023,,Clinical Laboratory,SOLUTIONS THROUGH ADVANCED RESEARCH INC,10175 FORTUNE PARKWAY  STE 1201,,JACKSONVILLE,FL,32256,Duval,(904) 619-8157,10175 FORTUNE PARKWAY  STE 1201,,JACKSONVILLE,FL,32256,Duval,FED CERTIFIED,SOLUTIONS THROUGH ADVANCED RESEARCH INC,10/06/2015,,0,For-Profit,
11964968,9424,03/23/2021,03/22/2023,Assisted Living Facility,SOME PLACE LIKE HOME  INC.,7819 N GLEN ECHO RD,,JACKSONVILLE,FL,32211,Duval,(904) 744-8580,3930 NOVALINE LANE,,JACKSONVILLE,FL,32277,Duval,LICENSED,SOME PLACE LIKE HOME INC.,09/25/1998,BARBARA Y. TIDWELL,6,For-Profit,WWW.SPLH.NET
11965392,9738,01/12/2020,04/11/2022,Assisted Living Facility,SOME PLACE LIKE HOME  INC. #2,2307 SMULLIAN TRAIL N,,JACKSONVILLE,FL,32217,Duval,(904) 448-0914,3930 NOVALINE LANE,,JACKSONVILLE,FL,32277,Duval,IN REVIEW,SOME PLACE LIKE HOME INC.,12/06/1999,BARBARA Y. TIDWELL,6,For-Profit,www.splh.net
11965767,10089,01/08/2022,01/07/2024,Assisted Living Facility,SOME PLACE LIKE HOME  INC. #3,4217 CHIPPEWA DRIVE,,JACKSONVILLE,FL,32210,Duval,(904) 674-0875,3930 NOVALINE LANE,,JACKSONVILLE,FL,32277,Duval,LICENSED,SOME PLACE LIKE HOME INC.,09/17/2001,BARBARA Y. TIDWELL,6,For-Profit,www.splh.net
26991495,,11/04/2019,,Clinical Laboratory,SOMEONE CARES INC OF ATLANTA,511 N WASHINGTON STREET,,JACKSONVILLE,FL,32202,Duval,(678) 921-2706,1950 SPECTRUM CIRCLE SUITE 200,,MARIETTA,GA,30067,,FED CERTIFIED,,11/04/2019,,0,,
39974272,238582,05/20/2022,05/19/2024,Homemaker and Companion Service,SOOTHING HEARTS AT HOME LLC,6271 ST AUGUSTINE RD STE 24 1609,,JACKSONVILLE,FL,32217,Duval,(866) 410-3480,6271 ST AUGUSTINE RD STE 24 1609,,JACKSONVILLE,FL,32217,Duval,REGISTERED,SOOTHING HEARTS AT HOME LLC,04/27/2022,JERI COVINGTON,0,For-Profit,www.soothingheartsathome.com
27006785,,08/17/2021,,Clinical Laboratory,SOPHROS RECOVERY,2511 ST JOHNS BLUFF RD #106,,JACKSONVILLE,FL,32246,Duval,,13832 ADMIRALS BEND DR,,JACKSONVILLE,FL,32225,Duval,FED CERTIFIED,,08/17/2021,,0,,
19967319,299994324,10/03/2021,10/02/2023,Home Health Agency,SOUTHEAST HOMECARE,4348 SOUTHPOINT BLVD STE 311,,JACKSONVILLE,FL,32216,Duval,(904) 717-9960,7719 NW 48TH ST,STE 330,DORAL,FL,33166-5471,Miami-Dade,LICENSED,INFINITY HOME HEALTH CARE OF FLORIDA INC,07/25/2014,CARMEN RODRIGUEZ,0,For-Profit,Southeasthomecare.com
27001762,,,,Clinical Laboratory,SOUTHEAST ORTHOPEDIC SPECIALISTS INC,14575 CENTURION PKWY N STE 220,,JACKSONVILLE,FL,32256,Duval,(904) 634-0640,14575 CENTURION PKWY N STE 220,,JACKSONVILLE,FL,32256,Duval,FED CERTIFIED,,,,0,,
27001765,,,,Clinical Laboratory,SOUTHEAST ORTHOPEDIC SPECIALISTS INC,15255 MAX LEGGETT PKWY STE 5300,,JACKSONVILLE,FL,32218,Duval,(904) 634-0640,15255 MAX LEGGETT PKWY STE 5300,,JACKSONVILLE,FL,32218,Duval,FED CERTIFIED,,,,0,,
26998146,,08/10/2022,,Clinical Laboratory,SOUTHEAST ORTHOPEDIC SPECIALISTS LLC,2627 RIVERSIDE AVE STE 300,,JACKSONVILLE,FL,32204,Duval,(904) 394-1328,2627 RIVERSIDE AVE STE 300,,JACKSONVILLE,FL,32204,Duval,FED CERTIFIED,,08/10/2022,,0,,
26975495,,07/28/2003,,Clinical Laboratory,SOUTHEAST TOYOTA DISTRIBUTOR LLC WESTLAKE,9985 PRITCHARD RD,,JACKSONVILLE,FL,32219,Duval,,111 JIM MORAN BLVD,,DEERFIELD BEACH,FL,33442,Broward,FED CERTIFIED,,07/28/2003,,0,Not-For-Profit,
565,1314004,01/06/2022,01/05/2024,Home Medical Equipment Provider,SOUTHEASTERN MEDEQUIP INC,905 3RD ST N,,JACKSONVILLE BEACH,FL,32250,Duval,(904) 246-0333,905 3RD ST N,,JACKSONVILLE BEACH,FL,32250,Duval,LICENSED,SOUTHEASTERN MEDEQUIP  INC,01/04/2000,SHERI FOGG PARKINSON,0,For-Profit,www.medequipjax.com
14960573,1266,08/30/2021,08/29/2023,Ambulatory Surgical Center,SOUTHPOINT SURGERY CENTER,7051 SOUTHPOINT PARKWAY,SUITE 100,JACKSONVILLE,FL,32216,Duval,(904) 854-4854,7051 SOUTHPOINT PKWY  STE 100,,JACKSONVILLE,FL,32216,Duval,LICENSED,SOUTHPOINT SURGERY CENTER LLC,03/20/2007,MS LAURIE BROWN,0,For-Profit,http://www.southpointsurgery.com/main.htm
26978803,,10/17/2022,,Clinical Laboratory,SOUTHPOINT SURGERY CENTER LLC,7051 SOUTHPOINT PKWY,,JACKSONVILLE,FL,32216,Duval,(904)  854-4854,PO BOX 550734,,JACKSONVILLE,FL,32255-0734,Duval,FED CERTIFIED,,06/05/2006,,0,For-Profit,
26983191,,04/03/2018,,Clinical Laboratory,SOUTHSIDE DERMATOLOGY,4727 SUNBEAM RD STE 101,,JACKSONVILLE,FL,32257,Duval,(904) 880-0622,4727 SUNBEAM RD STE 101,,JACKSONVILLE,FL,32257,Duval,FED CERTIFIED,SOUTHSIDE DERMATOLOGY PA,05/05/2009,MARY T PENTEL MD,0,For-Profit,
27009166,,06/16/2022,,Clinical Laboratory,SOUTHSIDE DERMATOLOGY  PA,1807 3RD STREET NORTH,,JACKSONVILLE BEACH,FL,32250,Duval,(904) 880-0622,4727 SUNBEAM ROAD,,JACKSONVILLE,FL,32207,Duval,FED CERTIFIED,,06/16/2022,,0,,
26976854,,01/29/2009,,Clinical Laboratory,SOUTHSIDE FAMILY PRACTICE AND WOMENS HEALTH,8075 GATE PARKWAY WEST STE 102,,JACKSONVILLE,FL,32216,Duval,(904) 296-1010,8075 GATE PARKWAY WEST STE 102,,JACKSONVILLE,FL,32216,Duval,FED CERTIFIED,,01/29/2009,,0,For-Profit,
26999306,,,,Clinical Laboratory,SOUTHSIDE MEDICAL CENTER,3604 SOUTHSIDE BLVD,,JACKSONVILLE,FL,32216,Duval,(904) 641-4411,3604 SOUTHSIDE BLVD,,JACKSONVILLE,FL,32216,Duval,FED CERTIFIED,,,,0,,
26987687,,10/26/2018,,Clinical Laboratory,SOUTHWEST JACKSONVILLE DIALYSIS,1584 NORMANDY VILLAGE PARKWAY STE29,,JACKSONVILLE,FL,32221,Duval,(904) 781-7272,1584 NORMANDY VILLAGE PARKWAY STE29,,JACKSONVILLE,FL,32221,Duval,FED CERTIFIED,,11/15/2018,,0,,
29960064,60080998,08/30/2022,08/29/2024,Prescribed Pediatric Extended Care Center,SPARK PEDIATRICS,1855 CASSAT AVE,STE 5A,JACKSONVILLE,FL,32210,Duval,(904) 380-9099,15050 NW 79TH CT,STE 201,MIAMI LAKES,FL,33016-5810,Miami-Dade,LICENSED,CSI PEDIATRIC SERVICES LLC,03/07/2012,CHERIE BAKER,75,For-Profit,sparkpediatrics.com
29960070,60081003,08/30/2022,08/29/2024,Prescribed Pediatric Extended Care Center,SPARK PEDIATRICS,10750 ATLANTIC  BLVD STE 11,,JACKSONVILLE,FL,32225,Duval,(904) 380-0419,15050 NW 79TH CT,STE 201,MIAMI LAKES,FL,33016-5810,Miami-Dade,LICENSED,CSI PEDIATRIC SERVICES LLC,04/29/2013,CHERIE BAKER,70,For-Profit,Sparkpediciatrics.com
26956025,,10/01/2005,,Clinical Laboratory,SPECIALTY HOSPITAL JACKSONVILLE-NURSING DEPT,4901 RICHARD STREET,,JACKSONVILLE,FL,32207,Duval,(904) 730-5759,4901 RICHARD STREET,,JACKSONVILLE,FL,32207,Duval,FED CERTIFIED,,12/12/1995,,0,For-Profit,
27007234,,10/15/2021,,Clinical Laboratory,SPINE INSTITUTE ON THE EMERALD COAST DBA THE SPINE AND PAIN INS.,3101 UNIVERSITY BLVD SOUTH,SUITE 200,JACKSONVILLE,FL,32216,Duval,(904) 717-9625,155 CRYSTAL BEACH DR SUITE 200,,DESTIN,FL,32541,Okaloosa,FED CERTIFIED,,10/15/2021,,0,,
26993522,,07/24/2020,,Clinical Laboratory,SPRING PARK PHARMACY LLC,3851 EMERSON ST - STE 13,,JACKSONVILLE,FL,32207,Duval,(904) 551-5094,3851 EMERSON ST - STE 13,,JACKSONVILLE,FL,32207,Duval,FED CERTIFIED,,07/24/2020,,0,,
52962573,6906603,06/27/2021,06/26/2023,Adult Family Care Home,ST HUBERT  AGELET,764 AQUA SURF CT,,JACKSONVILLE,FL,32225-0802,Duval,(904) 554-6051,764 AQUA SURF CT,,JACKSONVILLE,FL,32225-0802,Duval,LICENSED,AGELET ST HUBERT,01/30/2019,AGELET STHUBERT,5,For-Profit,kpncinc.com
